Technique,Assumption ID,Assumption Name,Weight Type,Value,Rationale
ContainerDataFromLocalSystem,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exploitability,2,Restricting access to the Docker socket prevents exposure of confidential container information
ContainerDataFromLocalSystem,AUTH-3,"Access to container management interfaces (e.g., Docker socket) is restricted",Exposure,3,Authentication and access controls prevent unauthorized access to privileged containers
ContainerDataFromLocalSystem,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exploitability,1,"Securing the build pipeline can remove the need for confidential files (e.g., secrets) in the production environment"
ContainerDataFromLocalSystem,CIC-1,"The CI/CD pipeline for the app is secured (regarding code repositories, build environments, secrets, vulnerabilities, signing, auditing ...)",Exposure,1,"Securing the build pipeline can remove the need for confidential files (e.g., secrets) in the production environment"
ContainerDataFromLocalSystem,CIC-2,SBOMs are used for the app to track code dependencies,Exploitability,0,CI/CD and supply chain practices do not make reading confidential files more difficult
ContainerDataFromLocalSystem,CIC-2,SBOMs are used for the app to track code dependencies,Exposure,0,CI/CD and supply chain practices do not restrict the access to confidential files
ContainerDataFromLocalSystem,CIC-3,Code reviews and automated testing of the app are enforced,Exploitability,0,CI/CD and supply chain practices do not make reading confidential files more difficult
ContainerDataFromLocalSystem,CIC-3,Code reviews and automated testing of the app are enforced,Exposure,0,CI/CD and supply chain practices do not restrict the access to confidential files
ContainerDataFromLocalSystem,CIC-4,Third-party components used by the app are validated,Exploitability,0,CI/CD and supply chain practices do not make reading confidential files more difficult
ContainerDataFromLocalSystem,CIC-4,Third-party components used by the app are validated,Exposure,0,CI/CD and supply chain practices do not restrict the access to confidential files
ContainerDataFromLocalSystem,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exploitability,0,CI/CD and supply chain practices do not make reading confidential files more difficult
ContainerDataFromLocalSystem,CIC-5,The CI/CD pipeline for the app enables reproducible builds,Exposure,0,CI/CD and supply chain practices do not restrict the access to confidential files
ContainerDataFromLocalSystem,CIC-6,Apps for development and production are not deployed in the same environment,Exploitability,1,"Separating development and production (e.g., different environment configuration files) counter attacks that target to expose these secrets"
ContainerDataFromLocalSystem,CIC-6,Apps for development and production are not deployed in the same environment,Exposure,1,Separating development and production reduces the amount of files that can be exposed to an attacker
ContainerDataFromLocalSystem,CRM-1,Regular risk assessments of apps and host devices are performed,Exploitability,0,Compliance and risk management does not make reading confidential files more difficult
ContainerDataFromLocalSystem,CRM-1,Regular risk assessments of apps and host devices are performed,Exposure,2,Compliance and risk management practices help assessing which files are exposed to privileged containers
ContainerDataFromLocalSystem,CRM-2,The operation's asset inventory is maintained,Exploitability,0,Compliance and risk management does not make reading confidential files more difficult
ContainerDataFromLocalSystem,CRM-2,The operation's asset inventory is maintained,Exposure,2,Compliance and risk management practices help assessing which files are exposed to privileged containers
ContainerDataFromLocalSystem,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exploitability,0,Compliance and risk management does not make reading confidential files more difficult
ContainerDataFromLocalSystem,CRM-3,Container security policies along the app lifecycle are documented and enforced,Exposure,2,Compliance and risk management practices help assessing which files are exposed to privileged containers
ContainerDataFromLocalSystem,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exploitability,0,Compliance and risk management does not make reading confidential files more difficult
ContainerDataFromLocalSystem,CRM-4,Periodic audits and reviews of apps and host devices are conducted,Exposure,2,Compliance and risk management practices help assessing which files are exposed to privileged containers
ContainerDataFromLocalSystem,HIS-1,The container runtime on the host device is up to date,Exploitability,0,Host infrastructure security does not directly increase the effort to read confidential files
ContainerDataFromLocalSystem,HIS-1,The container runtime on the host device is up to date,Exposure,0,Host infrastructure security does not restrict the access to confidential data
ContainerDataFromLocalSystem,HIS-2,The host device is deployed as an immutable infrastructure (e.g. read-only file system),Exploitability,0,Host infrastructure security does not directly increase the effort to read confidential files
